1567637326, 7.17, 7
1567637357, 7.17, 7
1567637732, 7.17, 7
1567637762, 7.17, 7
1567637866, 7.17, 7
1567637902, 7.17, 7
1567667392, 7.17, 7
1567667503, 7.17, 7
1567667606, 7.17, 7
1567667658, 7.17, 7
1567672871, 7.17, 7
1567674126, 7.17, 7
1567674239, 7.17, 7
1567674414, 7.17, 7
1567674460, 7.17, 7
1567674699, 7.17, 7
1567674899, 7.17, 7
1567695495, 7.17, 7
1567695668, 7.17, 7
1567695892, 7.17, 7
1567695932, 7.17, 7
1567695969, 7.17, 7
1567696230, 7.17, 7
1567696331, 7.17, 7
1567696370, 7.17, 7
1567697206, 7.17, 7
1567697872, 7.17, 7
1567697914, 7.17, 7
1567697955, 7.17, 7
1567698943, 7.17, 7
1567699276, 7.17, 7
1567699609, 7.17, 7
1567699940, 7.17, 7
1567700263, 7.17, 7
1567700596, 7.17, 7
1567700690, 7.17, 7
1567701014, 7.17, 7
1567701339, 7.17, 7
1567701663, 7.17, 7
1567701988, 7.17, 7
1567702312, 7.17, 7
1567702636, 7.17, 7
1567702962, 7.17, 7
1567703286, 7.17, 7
1567703611, 7.17, 7
1567703936, 7.17, 7
1567704260, 7.17, 7
1567704588, 7.17, 7
1567704915, 7.17, 7
1567705252, 7.17, 7
1567705579, 7.17, 7
1567705909, 7.17, 7
1567706237, 7.17, 7
1567706565, 7.17, 7
1567706889, 7.17, 7
1567707213, 7.17, 7
1567707407, 7.17, 7
1567707687, 7.17, 7
1567708459, 7.17, 7
1567710841, 7.17, 7
1567723491, 7.17, 7
1567899627, 7.17, 7
1567899732, 7.17, 7
1567899930, 7.17, 7
1567899976, 7.17, 7
1567900306, 7.17, 7
1567900355, 7.17, 7
1567900645, 7.17, 7
1567900790, 7.17, 7
1567900864, 7.17, 7
1567900936, 7.17, 7
1567901019, 7.17, 7
1567901711, 7.17, 7
1567901836, 7.17, 7
1567901897, 7.17, 7
1567902096, 7.17, 7
1567902133, 7.17, 7
1567902199, 7.17, 7
1567902505, 7.17, 7
1567902534, 7.17, 7
1567958940, 7.17, 7
1567958976, 7.17, 7
1567959378, 7.17, 7
1567959438, 7.17, 7
1567959614, 7.17, 7
1567959708, 7.17, 7
1567959745, 7.17, 7
1567959781, 7.17, 7
1567960050, 7.17, 7
1567960094, 7.17, 7
1567960199, 7.17, 7
1567960233, 7.17, 7
1567960281, 7.17, 7
1567962545, 7.17, 7.0
1567962576, 7.17, 7.0
1567962614, 7.17, 7.0
1567962655, 7.17, 7.0
1567962697, 7.17, 7.0
1567962939, 7.17, 7.0
1567963044, 7.17, 7.0
1567963113, 7.17, 7.0
1567963289, 7.17, 7.0
1567963526, 7.17, 7.0
1567963702, 7.17, 7.0
1567963718, 7.17, 7.0
1567963922, 7.17, 7.0
1567965105, 7.17, 7.0
1568043163, 7.17, 7.0
1568063936, 7.17, 7.0
1568063952, 7.17, 7.0
1568067149, 7.17, 7.0
1568067822, 7.17, 7.0
1568069844, 7.17, 7.0
1568070205, 7.17, 7.0
1568070309, 7.17, 7.0
1568131504, 7.17, 7.0
1568132413, 7.17, 7.0
1568133029, 7.17, 7.0
1568133936, 7.17, 7.0
1568134846, 7.17, 7.0
1568135755, 7.17, 7.0
1568136665, 7.17, 7.0
1568137577, 7.17, 7.0
1568138490, 7.17, 7.0
1568139401, 7.17, 7.0
1568140312, 7.17, 7.0
1568141224, 7.17, 7.0
1568142138, 7.17, 7.0
1568143051, 7.17, 7.0
1568143148, 7.17, 7.0
1568144057, 7.17, 7.0
1568144963, 7.17, 7.0
1568145871, 7.17, 7.0
1568146779, 7.17, 7.0
1568147688, 7.17, 7.0
1568148597, 7.17, 7.0
1568149507, 7.17, 7.0
1568150414, 7.17, 7.0
1568192347, 7.17, 7.0
1568221569, 7.1, 7.0
1568222662, None, 7.0
1568222734, None, 7.0
1568222798, None, 7.0
1568222833, 7.15, 7.0
1568223214, 7.15, 7.0
1568223427, 7.15, 7.0
1568223471, 7.15, 7.0
1568223520, 7.15, 7.0
1568225329, 7.15, 7.0
